VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,RateCodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,year,is_covid_rel
1,2013-10-01 02:31:28,2013-10-01 02:39:28,4.0,2.6,211,48,1.0,N,cash,9.5,0.5,0.5,0.0,0.0,0.0,10.5,2013,False
2,2013-10-01 23:10:00,2013-10-01 23:19:00,1.0,2.33,163,263,1.0,,cash,10.0,0.5,0.5,0.0,0.0,0.0,11.0,2013,False
1,2013-10-31 15:09:09,2013-10-31 15:24:34,1.0,5.7,88,162,1.0,N,credit_card,19.0,0.0,0.5,3.9,0.0,0.0,23.4,2013,False
2,2013-10-29 08:20:00,2013-10-29 08:26:00,1.0,1.08,68,100,1.0,,credit_card,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2013,False
1,2013-10-01 11:17:50,2013-10-01 11:27:05,1.0,0.6,163,163,1.0,N,cash,7.0,0.0,0.5,0.0,0.0,0.0,7.5,2013,False
1,2013-10-22 14:10:18,2013-10-22 14:23:08,1.0,2.0,229,186,1.0,N,credit_card,10.5,0.0,0.5,3.3,0.0,0.0,14.3,2013,False
1,2013-10-08 14:03:52,2013-10-08 14:14:01,1.0,1.0,148,79,1.0,N,cash,8.0,0.0,0.5,0.0,0.0,0.0,8.5,2013,False
2,2013-10-12 14:29:00,2013-10-12 14:49:00,2.0,3.5,246,239,1.0,,credit_card,16.5,0.0,0.5,4.12,0.0,0.0,21.12,2013,False
2,2013-10-27 03:38:00,2013-10-27 03:52:00,1.0,6.7,48,244,1.0,,credit_card,21.0,0.5,0.5,10.0,0.0,0.0,32.0,2013,False
2,2013-10-14 00:53:00,2013-10-14 01:00:00,1.0,1.86,25,189,1.0,,credit_card,8.0,0.5,0.5,2.55,0.0,0.0,11.55,2013,False
2,2013-11-12 13:06:00,2013-11-12 13:10:00,3.0,1.0,246,50,1.0,,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2013,False
2,2013-11-28 07:42:00,2013-11-28 07:50:00,1.0,1.06,137,186,1.0,,credit_card,7.0,0.0,0.5,2.1,0.0,0.0,9.6,2013,False
2,2013-11-29 15:48:00,2013-11-29 16:13:00,1.0,1.61,229,164,1.0,,credit_card,15.5,0.0,0.5,3.1,0.0,0.0,19.1,2013,False
1,2013-11-26 16:15:23,2013-11-26 16:35:13,1.0,2.2,170,246,1.0,N,cash,13.5,1.0,0.5,0.0,0.0,0.0,15.0,2013,False
1,2013-11-13 20:11:08,2013-11-13 20:20:45,1.0,1.7,50,186,1.0,N,cash,8.5,0.5,0.5,0.0,0.0,0.0,9.5,2013,False
1,2013-11-26 18:54:07,2013-11-26 19:00:18,1.0,0.8,164,234,1.0,N,cash,6.0,1.0,0.5,0.0,0.0,0.0,7.5,2013,False
1,2013-11-04 14:17:47,2013-11-04 14:39:32,1.0,0.8,170,264,1.0,N,credit_card,13.5,0.0,0.5,4.2,0.0,0.0,18.2,2013,False
1,2013-11-26 17:23:24,2013-11-26 17:36:34,1.0,1.7,233,186,1.0,N,credit_card,10.0,1.0,0.5,2.3,0.0,0.0,13.8,2013,False
1,2013-11-03 21:01:12,2013-11-03 21:08:20,1.0,2.1,162,79,1.0,N,credit_card,8.5,0.5,0.5,1.9,0.0,0.0,11.4,2013,False
2,2013-11-12 07:58:00,2013-11-12 08:27:00,5.0,5.28,112,163,1.0,,credit_card,22.5,0.0,0.5,6.96,5.33,0.0,35.29,2013,False
2,2013-12-02 06:10:00,2013-12-02 06:11:00,1.0,0.69,140,141,1.0,,credit_card,4.0,0.0,0.5,0.5,0.0,0.0,5.0,2013,False
2,2013-12-10 10:19:00,2013-12-10 10:27:00,2.0,1.54,162,234,1.0,,cash,8.0,0.0,0.5,0.0,0.0,0.0,8.5,2013,False
2,2013-12-18 23:34:00,2013-12-18 23:50:00,1.0,4.15,87,265,5.0,,credit_card,50.0,0.0,0.0,12.2,11.0,0.0,73.2,2013,False
1,2013-12-31 23:19:38,2013-12-31 23:22:56,3.0,0.4,79,114,1.0,Y,cash,4.0,0.5,0.5,0.0,0.0,0.0,5.0,2013,False
2,2013-12-11 13:39:00,2013-12-11 13:56:00,2.0,0.83,142,230,1.0,,credit_card,10.5,0.0,0.5,1.0,0.0,0.0,12.0,2013,False
2,2013-12-28 12:58:00,2013-12-28 13:13:00,1.0,2.83,43,43,1.0,,cash,12.5,0.0,0.5,0.0,0.0,0.0,13.0,2013,False
1,2013-12-04 21:02:41,2013-12-04 21:45:39,1.0,4.3,236,249,1.0,N,credit_card,28.0,0.5,0.5,4.5,0.0,0.0,33.5,2013,False
1,2013-12-19 19:44:55,2013-12-19 19:54:01,1.0,2.0,246,158,1.0,N,credit_card,9.0,1.0,0.5,2.1,0.0,0.0,12.6,2013,False
1,2013-12-13 12:29:07,2013-12-13 12:41:23,3.0,1.8,114,68,1.0,N,credit_card,10.5,0.0,0.5,2.2,0.0,0.0,13.2,2013,False
2,2013-12-15 01:16:00,2013-12-15 01:32:00,1.0,5.12,112,262,1.0,,credit_card,17.0,0.5,0.5,5.25,0.0,0.0,23.25,2013,False
2,2014-01-02 13:46:00,2014-01-02 13:53:00,1.0,1.22,239,143,1.0,,credit_card,7.0,0.0,0.5,2.1,0.0,0.0,9.6,2014,False
1,2014-01-19 21:55:00,2014-01-19 22:02:12,1.0,1.2,137,234,1.0,N,cash,7.0,0.5,0.5,0.0,0.0,0.0,8.0,2014,False
1,2014-01-08 11:12:38,2014-01-08 11:24:59,1.0,1.4,262,141,1.0,N,cash,9.0,0.0,0.5,0.0,0.0,0.0,9.5,2014,False
1,2014-01-07 02:06:50,2014-01-07 02:12:33,1.0,1.9,68,48,1.0,N,credit_card,8.0,0.5,0.5,1.8,0.0,0.0,10.8,2014,False
1,2014-01-04 11:01:46,2014-01-04 11:18:31,2.0,2.8,230,107,1.0,N,cash,13.5,0.0,0.5,0.0,0.0,0.0,14.0,2014,False
2,2014-01-30 21:10:00,2014-01-30 21:36:00,1.0,4.96,186,33,1.0,,credit_card,18.5,0.5,0.5,3.8,0.0,0.0,23.3,2014,False
2,2014-01-18 01:39:00,2014-01-18 01:46:00,1.0,1.22,256,80,1.0,,credit_card,7.0,0.5,0.5,1.5,0.0,0.0,9.5,2014,False
2,2014-01-27 13:06:00,2014-01-27 13:24:00,1.0,3.83,161,166,1.0,,credit_card,15.5,0.0,0.5,4.65,0.0,0.0,20.65,2014,False
1,2014-01-04 03:25:47,2014-01-04 03:35:07,1.0,2.0,114,261,1.0,N,credit_card,8.5,0.5,0.5,1.9,0.0,0.0,11.4,2014,False
1,2014-01-18 19:26:41,2014-01-18 19:40:44,1.0,2.6,249,162,1.0,N,cash,11.5,0.0,0.5,0.0,0.0,0.0,12.0,2014,False
1,2014-02-15 16:16:50,2014-02-15 16:30:40,2.0,2.1,164,141,1.0,N,credit_card,11.0,0.0,0.5,2.87,0.0,0.0,14.37,2014,False
2,2014-02-20 22:44:00,2014-02-20 22:57:00,1.0,1.96,163,239,1.0,,credit_card,10.5,0.5,0.5,1.5,0.0,0.0,13.0,2014,False
1,2014-02-13 06:41:35,2014-02-13 06:48:30,1.0,1.7,90,164,1.0,N,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2014,False
2,2014-02-19 15:52:00,2014-02-19 16:02:00,1.0,1.54,230,237,1.0,,credit_card,9.0,0.0,0.5,1.8,0.0,0.0,11.3,2014,False
1,2014-02-25 02:14:33,2014-02-25 02:20:53,1.0,2.5,161,236,1.0,N,credit_card,9.0,0.5,0.5,2.0,0.0,0.0,12.0,2014,False
2,2014-02-11 20:06:00,2014-02-11 20:21:00,5.0,3.51,230,236,1.0,,credit_card,14.0,0.5,0.5,2.9,0.0,0.0,17.9,2014,False
2,2014-02-04 21:04:00,2014-02-04 21:13:00,5.0,2.0,229,186,1.0,,cash,9.0,0.5,0.5,0.0,0.0,0.0,10.0,2014,False
1,2014-02-15 14:40:17,2014-02-15 14:44:56,1.0,0.5,79,114,1.0,N,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2014,False
1,2014-02-26 16:40:38,2014-02-26 16:50:12,1.0,0.9,87,231,1.0,N,credit_card,7.5,1.0,0.5,2.25,0.0,0.0,11.25,2014,False
1,2014-02-23 16:31:19,2014-02-23 16:43:49,1.0,3.0,143,41,1.0,N,credit_card,12.0,0.0,0.5,3.75,0.0,0.0,16.25,2014,False
2,2014-03-26 22:15:00,2014-03-26 22:32:00,1.0,3.37,114,33,1.0,,cash,13.5,0.5,0.5,0.0,0.0,0.0,14.5,2014,False
1,2014-03-16 11:33:51,2014-03-16 11:49:28,1.0,3.9,170,125,1.0,N,credit_card,15.5,0.0,0.5,3.2,0.0,0.0,19.2,2014,False
1,2014-03-30 00:28:06,2014-03-30 00:37:35,2.0,3.0,68,68,1.0,N,credit_card,10.5,0.5,0.5,2.3,0.0,0.0,13.8,2014,False
2,2014-03-15 11:25:00,2014-03-15 11:38:00,6.0,3.5,13,186,1.0,,credit_card,13.5,0.0,0.5,1.0,0.0,0.0,15.0,2014,False
1,2014-03-12 20:04:25,2014-03-12 20:24:30,2.0,2.4,161,234,1.0,N,credit_card,13.5,0.5,0.5,2.9,0.0,0.0,17.4,2014,False
1,2014-03-20 13:19:23,2014-03-20 13:25:27,1.0,0.9,238,238,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2014,False
1,2014-03-14 20:24:28,2014-03-14 20:29:06,1.0,0.4,162,141,1.0,N,cash,5.0,0.5,0.5,0.0,0.0,0.0,6.0,2014,False
2,2014-03-26 21:28:00,2014-03-26 21:34:00,6.0,1.08,79,224,1.0,,credit_card,6.0,0.5,0.5,1.0,0.0,0.0,8.0,2014,False
2,2014-03-22 13:40:00,2014-03-22 13:49:00,2.0,1.16,50,230,1.0,,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2014,False
2,2014-03-28 14:32:00,2014-03-28 14:40:00,2.0,0.43,164,186,1.0,,credit_card,6.5,0.0,0.5,1.0,0.0,0.0,8.0,2014,False
1,2014-04-11 08:53:10,2014-04-11 09:02:46,1.0,1.7,239,50,1.0,N,credit_card,8.5,0.0,0.5,1.8,0.0,0.0,10.8,2014,False
2,2014-04-25 12:39:00,2014-04-25 12:53:00,2.0,2.69,230,43,1.0,,cash,12.0,0.0,0.5,0.0,0.0,0.0,12.5,2014,False
2,2014-04-04 07:42:00,2014-04-04 07:51:00,5.0,2.07,79,170,1.0,,credit_card,8.5,0.0,0.5,2.12,0.0,0.0,11.12,2014,False
1,2014-04-10 20:53:51,2014-04-10 21:00:27,1.0,1.1,163,161,1.0,N,cash,6.5,0.5,0.5,0.0,0.0,0.0,7.5,2014,False
2,2014-04-13 13:06:00,2014-04-13 13:20:00,6.0,3.49,158,143,1.0,,credit_card,14.0,0.0,0.5,2.8,0.0,0.0,17.3,2014,False
1,2014-04-23 16:05:06,2014-04-23 16:10:19,1.0,0.7,236,263,1.0,N,credit_card,5.5,1.0,0.5,1.0,0.0,0.0,8.0,2014,False
2,2014-04-09 19:02:00,2014-04-09 19:09:00,3.0,1.5,264,264,1.0,,cash,7.5,1.0,0.5,0.0,0.0,0.0,9.0,2014,False
1,2014-04-15 12:33:07,2014-04-15 12:38:35,2.0,1.1,211,249,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2014,False
2,2014-04-13 16:41:00,2014-04-13 16:44:00,1.0,1.01,48,43,1.0,,credit_card,5.5,0.0,0.5,1.1,0.0,0.0,7.1,2014,False
1,2014-04-25 06:22:02,2014-04-25 06:24:40,1.0,0.6,100,230,1.0,N,credit_card,4.0,0.0,0.5,0.9,0.0,0.0,5.4,2014,False
1,2014-05-30 17:53:18,2014-05-30 18:04:01,1.0,3.0,237,226,1.0,N,credit_card,12.0,1.0,0.5,2.0,0.0,0.0,15.5,2014,False
1,2014-05-03 03:08:39,2014-05-03 03:13:39,1.0,0.7,152,42,1.0,N,credit_card,5.5,0.5,0.5,3.5,0.0,0.0,10.0,2014,False
2,2014-05-21 13:01:00,2014-05-21 13:10:00,1.0,1.42,263,237,1.0,,cash,8.0,0.0,0.5,0.0,0.0,0.0,8.5,2014,False
2,2014-05-02 00:14:00,2014-05-02 00:25:00,1.0,2.48,170,45,1.0,,credit_card,10.0,0.5,0.5,1.0,0.0,0.0,12.0,2014,False
2,2014-05-12 19:29:00,2014-05-12 19:37:00,5.0,2.13,233,263,1.0,,credit_card,8.5,1.0,0.5,2.0,0.0,0.0,12.0,2014,False
2,2014-05-27 12:56:00,2014-05-27 13:07:00,1.0,1.78,230,239,1.0,,cash,9.5,0.0,0.5,0.0,0.0,0.0,10.0,2014,False
2,2014-05-12 06:18:00,2014-05-12 06:31:00,1.0,3.68,231,161,1.0,,cash,13.5,0.0,0.5,0.0,0.0,0.0,14.0,2014,False
2,2014-05-25 02:40:00,2014-05-25 03:02:00,1.0,6.25,79,74,1.0,,credit_card,23.5,0.5,0.5,0.0,0.0,0.0,24.5,2014,False
2,2014-05-28 19:59:00,2014-05-28 20:02:00,1.0,0.8,234,186,1.0,,credit_card,4.5,1.0,0.5,1.1,0.0,0.0,7.1,2014,False
2,2014-05-31 20:58:00,2014-05-31 21:08:00,1.0,3.05,158,142,1.0,,cash,11.0,0.5,0.5,0.0,0.0,0.0,12.0,2014,False
1,2014-06-13 07:54:53,2014-06-13 08:00:35,1.0,0.6,230,161,1.0,N,credit_card,5.5,0.0,0.5,1.0,0.0,0.0,7.0,2014,False
1,2014-06-08 02:55:18,2014-06-08 03:00:24,1.0,1.3,68,90,1.0,N,credit_card,6.0,0.5,0.5,1.0,0.0,0.0,8.0,2014,False
2,2014-06-26 15:55:00,2014-06-26 15:58:00,1.0,0.52,164,164,1.0,,cash,4.0,0.0,0.5,0.0,0.0,0.0,4.5,2014,False
2,2014-06-20 02:11:00,2014-06-20 02:20:00,1.0,5.54,107,74,1.0,,cash,16.5,0.5,0.5,0.0,0.0,0.0,17.5,2014,False
1,2014-06-30 08:59:02,2014-06-30 09:03:21,1.0,1.2,234,125,1.0,N,credit_card,6.0,0.0,0.5,1.0,0.0,0.0,7.5,2014,False
1,2014-06-16 18:50:00,2014-06-16 19:00:57,1.0,1.3,161,100,1.0,N,credit_card,8.5,1.0,0.5,3.0,0.0,0.0,13.0,2014,False
2,2014-06-19 00:36:00,2014-06-19 00:40:00,3.0,0.68,143,142,1.0,,cash,5.0,0.5,0.5,0.0,0.0,0.0,6.0,2014,False
2,2014-06-10 23:35:00,2014-06-10 23:44:00,5.0,1.76,158,164,1.0,,credit_card,9.0,0.5,0.5,2.38,0.0,0.0,12.38,2014,False
2,2014-06-06 22:32:00,2014-06-06 23:01:00,1.0,16.88,132,170,2.0,,cash,52.0,0.0,0.5,0.0,5.33,0.0,57.83,2014,False
2,2014-06-23 21:47:00,2014-06-23 22:12:00,1.0,5.09,142,148,1.0,,credit_card,20.0,0.5,0.5,4.1,0.0,0.0,25.1,2014,False
1,2014-07-02 08:04:34,2014-07-02 08:20:13,1.0,3.0,262,230,1.0,N,cash,13.0,0.0,0.5,0.0,0.0,0.0,13.5,2014,False
1,2014-07-05 20:58:24,2014-07-05 21:01:53,2.0,1.0,230,163,1.0,N,cash,5.0,0.5,0.5,0.0,0.0,0.0,6.0,2014,False
2,2014-07-24 21:25:00,2014-07-24 21:34:00,5.0,1.85,48,43,1.0,,credit_card,8.5,0.5,0.5,1.8,0.0,0.0,11.3,2014,False
2,2014-07-19 04:20:00,2014-07-19 04:37:00,1.0,4.27,164,65,1.0,,credit_card,16.5,0.5,0.5,1.0,0.0,0.0,18.5,2014,False
1,2014-07-14 01:56:29,2014-07-14 02:04:35,1.0,1.7,74,42,1.0,N,cash,8.0,0.5,0.5,0.0,0.0,0.0,9.0,2014,False
1,2014-07-16 13:17:01,2014-07-16 13:47:33,1.0,1.8,233,230,1.0,N,credit_card,18.0,0.0,0.5,3.7,0.0,0.0,22.2,2014,False
1,2014-07-23 06:40:24,2014-07-23 06:45:49,1.0,0.9,161,163,1.0,N,credit_card,5.5,0.0,0.5,1.2,0.0,0.0,7.2,2014,False
2,2014-07-29 09:44:00,2014-07-29 09:53:00,1.0,0.93,233,107,1.0,,credit_card,7.0,0.0,0.5,1.4,0.0,0.0,8.9,2014,False
1,2014-07-17 13:55:48,2014-07-17 14:06:09,1.0,1.7,170,140,1.0,N,credit_card,9.0,0.0,0.5,1.9,0.0,0.0,11.4,2014,False
2,2014-07-05 11:42:00,2014-07-05 12:04:00,1.0,6.9,74,234,1.0,,credit_card,23.5,0.0,0.5,4.7,0.0,0.0,28.7,2014,False
1,2014-08-02 23:47:50,2014-08-03 00:03:54,3.0,6.4,237,45,1.0,N,credit_card,20.0,0.5,0.5,4.2,0.0,,25.2,2014,False
1,2014-08-30 16:43:51,2014-08-30 16:52:28,1.0,2.1,161,141,1.0,N,cash,9.0,0.0,0.5,0.0,0.0,,9.5,2014,False
1,2014-08-19 10:55:08,2014-08-19 10:57:53,1.0,0.5,239,143,1.0,N,cash,4.0,0.0,0.5,0.0,0.0,,4.5,2014,False
1,2014-08-03 17:33:38,2014-08-03 17:57:26,1.0,4.0,41,48,1.0,N,credit_card,18.0,0.0,0.5,3.7,0.0,,22.2,2014,False
1,2014-08-23 09:19:25,2014-08-23 09:34:08,2.0,2.4,186,50,1.0,N,cash,12.0,0.0,0.5,0.0,0.0,,12.5,2014,False
1,2014-08-19 09:10:07,2014-08-19 09:22:42,1.0,1.5,246,234,1.0,N,credit_card,9.5,0.0,0.5,2.0,0.0,,12.0,2014,False
1,2014-08-31 22:56:06,2014-08-31 23:09:13,1.0,2.9,45,170,1.0,N,credit_card,12.5,0.5,0.5,2.7,0.0,,16.2,2014,False
1,2014-08-22 15:39:33,2014-08-22 15:43:46,1.0,0.4,13,231,1.0,N,cash,4.5,0.0,0.5,0.0,0.0,,5.0,2014,False
1,2014-08-05 15:52:09,2014-08-05 16:15:47,1.0,3.7,143,249,1.0,N,credit_card,17.5,0.0,0.5,3.6,0.0,,21.6,2014,False
1,2014-08-20 16:03:23,2014-08-20 16:24:18,1.0,4.8,246,75,1.0,N,credit_card,19.0,1.0,0.5,4.1,0.0,,24.6,2014,False
2,2014-09-03 11:20:05,2014-09-03 11:29:53,1.0,0.77,48,186,1.0,N,credit_card,7.5,0.0,0.5,1.5,0.0,,9.5,2014,False
1,2014-09-03 21:16:27,2014-09-03 21:20:38,1.0,0.7,113,234,1.0,N,cash,5.0,0.5,0.5,0.0,0.0,,6.0,2014,False
1,2014-09-08 10:48:27,2014-09-08 11:27:30,1.0,19.1,237,1,3.0,N,credit_card,72.5,0.0,0.0,12.0,9.0,,93.5,2014,False
2,2014-09-08 19:31:34,2014-09-08 19:43:52,3.0,2.03,90,231,1.0,N,credit_card,10.5,1.0,0.5,2.3,0.0,,14.3,2014,False
1,2014-09-14 18:57:20,2014-09-14 19:00:08,3.0,0.7,239,238,1.0,N,cash,4.5,0.0,0.5,0.0,0.0,,5.0,2014,False
2,2014-09-20 18:00:15,2014-09-20 18:05:16,1.0,1.36,142,238,1.0,N,credit_card,6.5,0.0,0.5,1.3,0.0,,8.3,2014,False
2,2014-09-24 09:57:04,2014-09-24 10:10:22,1.0,4.63,132,205,1.0,N,cash,16.0,0.0,0.5,0.0,0.0,,16.5,2014,False
2,2014-09-19 23:01:17,2014-09-19 23:24:52,1.0,3.88,262,113,1.0,N,credit_card,18.0,0.5,0.5,3.25,0.0,,22.25,2014,False
2,2014-09-20 11:21:17,2014-09-20 11:27:56,1.0,1.1,163,161,1.0,N,cash,6.5,0.0,0.5,0.0,0.0,,7.0,2014,False
1,2014-09-20 23:52:27,2014-09-21 00:08:10,1.0,2.2,229,68,1.0,N,credit_card,12.0,0.5,0.5,2.6,0.0,,15.6,2014,False
2,2014-10-23 07:00:24,2014-10-23 07:14:46,1.0,2.56,107,230,1.0,N,credit_card,11.5,0.0,0.5,1.8,0.0,,13.8,2014,False
2,2014-10-06 21:04:33,2014-10-06 21:29:49,6.0,6.22,113,41,1.0,N,credit_card,21.5,0.5,0.5,2.5,0.0,,25.0,2014,False
2,2014-10-16 01:34:52,2014-10-16 01:48:28,2.0,3.5,255,61,1.0,N,cash,13.0,0.5,0.5,0.0,0.0,,14.0,2014,False
2,2014-10-25 03:00:57,2014-10-25 03:06:00,2.0,0.88,107,90,1.0,N,cash,6.0,0.5,0.5,0.0,0.0,,7.0,2014,False
1,2014-10-25 15:54:39,2014-10-25 16:43:02,1.0,16.7,132,233,2.0,N,credit_card,52.0,0.0,0.5,14.45,5.33,,72.28,2014,False
2,2014-10-03 10:07:29,2014-10-03 10:13:11,1.0,0.51,164,170,1.0,N,cash,5.5,0.0,0.5,0.0,0.0,,6.0,2014,False
2,2014-10-05 19:43:22,2014-10-05 20:05:16,5.0,3.68,140,107,1.0,N,credit_card,18.5,0.0,0.5,1.0,0.0,,20.0,2014,False
1,2014-10-02 07:51:36,2014-10-02 07:56:26,1.0,0.8,234,107,1.0,N,cash,5.5,0.0,0.5,0.0,0.0,,6.0,2014,False
1,2014-10-24 09:31:23,2014-10-24 09:40:39,1.0,0.7,231,144,1.0,N,cash,7.0,0.0,0.5,0.0,0.0,,7.5,2014,False
1,2014-10-30 15:43:57,2014-10-30 16:36:51,1.0,5.4,158,140,1.0,N,credit_card,31.5,0.0,0.5,8.0,0.0,,40.0,2014,False
1,2014-11-11 09:52:26,2014-11-11 10:04:59,1.0,2.0,68,50,1.0,N,cash,10.5,0.0,0.5,0.0,0.0,,11.0,2014,False
2,2014-11-12 10:09:50,2014-11-12 10:22:11,1.0,2.69,43,42,1.0,N,cash,11.0,0.0,0.5,0.0,0.0,,11.5,2014,False
2,2014-11-04 23:20:53,2014-11-04 23:25:29,1.0,1.01,162,170,1.0,N,credit_card,5.5,0.5,0.5,1.5,0.0,,8.0,2014,False
2,2014-11-29 13:36:49,2014-11-29 13:38:49,6.0,0.62,141,237,1.0,N,cash,4.0,0.0,0.5,0.0,0.0,,4.5,2014,False
2,2014-11-07 20:31:59,2014-11-07 20:58:34,1.0,2.76,229,68,1.0,N,cash,16.5,0.5,0.5,0.0,0.0,,17.5,2014,False
2,2014-11-03 17:51:03,2014-11-03 18:00:07,2.0,1.87,233,262,1.0,N,credit_card,8.5,1.0,0.5,1.9,0.0,,11.9,2014,False
1,2014-11-15 15:15:31,2014-11-15 15:30:34,1.0,1.9,68,79,1.0,N,credit_card,11.0,0.0,0.5,2.3,0.0,,13.8,2014,False
1,2014-11-30 15:46:22,2014-11-30 15:51:46,1.0,0.5,237,237,1.0,N,credit_card,5.0,0.0,0.5,1.1,0.0,,6.6,2014,False
2,2014-11-01 18:49:25,2014-11-01 19:02:35,2.0,4.48,79,13,1.0,N,credit_card,16.0,0.0,0.5,4.0,0.0,,20.5,2014,False
2,2014-11-01 14:55:12,2014-11-01 15:05:16,1.0,1.3,48,143,1.0,N,credit_card,8.5,0.0,0.5,0.0,0.0,,9.0,2014,False
1,2014-12-12 23:25:53,2014-12-12 23:33:17,1.0,1.0,161,170,1.0,N,cash,6.5,0.5,0.5,0.0,0.0,0.0,7.5,2014,False
2,2014-12-08 11:35:54,2014-12-08 11:50:03,2.0,4.4,261,114,1.0,N,credit_card,16.0,0.0,0.5,4.0,0.0,0.0,20.5,2014,False
1,2014-12-01 20:04:51,2014-12-01 20:20:24,1.0,1.8,163,170,1.0,N,credit_card,11.0,0.5,0.5,2.4,0.0,0.0,14.4,2014,False
1,2014-12-28 22:44:15,2014-12-28 23:00:05,2.0,3.4,79,237,1.0,N,credit_card,14.0,0.5,0.5,1.0,0.0,0.0,16.0,2014,False
1,2014-12-27 00:20:58,2014-12-27 00:24:44,1.0,1.0,79,107,1.0,N,cash,5.0,0.5,0.5,0.0,0.0,0.0,6.0,2014,False
2,2014-12-11 08:05:20,2014-12-11 08:09:28,1.0,0.9,239,142,1.0,N,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2014,False
2,2014-12-07 12:47:26,2014-12-07 13:28:15,1.0,17.82,132,163,2.0,N,credit_card,52.0,0.0,0.5,11.47,5.33,0.0,69.3,2014,False
2,2014-12-05 00:49:36,2014-12-05 00:56:58,3.0,2.44,229,236,1.0,N,cash,9.0,0.5,0.5,0.0,0.0,0.0,10.0,2014,False
2,2014-12-19 10:58:09,2014-12-19 11:01:16,1.0,0.06,234,234,1.0,N,cash,4.0,0.0,0.5,0.0,0.0,0.0,4.5,2014,False
2,2014-12-21 14:35:52,2014-12-21 14:47:46,1.0,2.42,234,211,1.0,N,credit_card,10.5,0.0,0.5,1.0,0.0,0.0,12.0,2014,False
1,2015-01-07 10:08:33,2015-01-07 10:19:24,1.0,1.2,100,234,1.0,N,cash,8.5,0.0,0.5,0.0,0.0,0.3,9.3,2015,False
1,2015-01-17 00:00:34,2015-01-17 00:12:33,1.0,1.5,43,48,1.0,N,cash,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2015,False
1,2015-01-11 16:27:29,2015-01-11 16:31:04,3.0,0.6,151,238,1.0,N,credit_card,4.5,0.0,0.5,1.3,0.0,0.3,6.6,2015,False
2,2015-01-16 20:36:43,2015-01-16 20:48:01,1.0,2.76,211,256,1.0,N,credit_card,11.5,0.5,0.5,2.4,0.0,0.3,15.2,2015,False
2,2015-01-24 01:08:13,2015-01-24 01:20:52,2.0,2.09,230,107,1.0,N,credit_card,10.0,0.5,0.5,2.26,0.0,0.3,13.56,2015,False
2,2015-01-16 16:46:55,2015-01-16 16:53:21,1.0,0.34,87,231,1.0,N,cash,5.5,1.0,0.5,0.0,0.0,0.3,7.3,2015,False
2,2015-01-16 07:33:18,2015-01-16 07:41:55,1.0,1.36,140,236,1.0,N,cash,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2015,False
2,2015-01-20 22:55:57,2015-01-20 23:04:29,5.0,3.38,237,226,1.0,N,credit_card,11.5,0.5,0.5,2.4,0.0,0.3,15.2,2015,False
2,2015-01-22 21:27:22,2015-01-22 21:56:48,3.0,5.99,125,263,1.0,N,credit_card,23.0,0.5,0.5,4.86,0.0,0.3,29.16,2015,False
2,2015-01-29 15:48:43,2015-01-29 15:54:25,2.0,0.96,48,161,1.0,N,credit_card,6.0,0.0,0.5,1.5,0.0,0.3,8.3,2015,False
2,2015-02-14 03:42:09,2015-02-14 03:45:57,1.0,0.82,230,50,1.0,N,credit_card,5.0,0.5,0.5,1.1,0.0,0.3,7.4,2015,False
1,2015-02-03 19:12:05,2015-02-03 19:28:43,1.0,3.4,211,161,1.0,N,credit_card,13.5,1.0,0.5,4.55,0.0,0.3,19.85,2015,False
1,2015-02-24 13:14:48,2015-02-24 13:33:40,1.0,2.7,166,236,1.0,N,cash,14.0,0.0,0.5,0.0,0.0,0.3,14.8,2015,False
2,2015-02-24 17:58:49,2015-02-24 18:07:54,2.0,1.56,162,237,1.0,N,credit_card,8.0,1.0,0.5,1.5,0.0,0.3,11.3,2015,False
1,2015-02-24 15:53:29,2015-02-24 15:59:22,1.0,0.7,234,114,1.0,N,credit_card,5.5,0.0,0.5,1.2,0.0,0.3,7.5,2015,False
2,2015-02-17 17:51:49,2015-02-17 18:15:26,1.0,4.79,13,43,1.0,N,credit_card,19.0,1.0,0.5,4.16,0.0,0.3,24.96,2015,False
2,2015-02-03 11:57:27,2015-02-03 12:01:46,1.0,0.7,148,232,1.0,N,credit_card,5.0,0.0,0.5,1.16,0.0,0.3,6.96,2015,False
1,2015-02-06 18:30:07,2015-02-06 18:37:21,1.0,0.9,239,143,1.0,N,cash,6.0,1.0,0.5,0.0,0.0,0.3,7.8,2015,False
