VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,RateCodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,year,is_covid_rel
2,2012-05-24 14:49:00,2012-05-24 15:18:00,1.0,3.14,234,140,1.0,,cash,15.3,0.0,0.5,0.0,0.0,0.0,15.8,2012,False
1,2012-05-15 12:27:47,2012-05-15 12:40:41,1.0,2.5,237,238,1.0,N,cash,9.3,0.0,0.5,0.0,0.0,0.0,9.8,2012,False
1,2012-05-07 17:34:30,2012-05-07 18:32:11,1.0,6.7,162,141,1.0,N,cash,29.3,1.0,0.5,0.0,0.0,0.0,30.8,2012,False
2,2012-05-30 12:18:00,2012-05-30 12:40:00,1.0,2.08,137,107,1.0,,cash,12.1,0.0,0.5,0.0,0.0,0.0,12.6,2012,False
2,2012-05-16 23:40:00,2012-05-17 00:13:00,1.0,8.25,48,226,1.0,,cash,23.3,0.5,0.5,0.0,0.0,0.0,24.3,2012,False
2,2012-05-17 13:08:00,2012-05-17 13:32:00,1.0,3.34,143,246,1.0,,cash,13.7,0.0,0.5,0.0,0.0,0.0,14.2,2012,False
2,2012-05-15 13:14:00,2012-05-15 13:26:00,3.0,1.63,161,107,1.0,,cash,7.7,0.0,0.5,0.0,0.0,0.0,8.2,2012,False
1,2012-05-06 23:02:08,2012-05-06 23:14:14,2.0,2.5,234,48,1.0,N,cash,9.3,0.5,0.5,0.0,0.0,0.0,10.3,2012,False
1,2012-06-26 23:36:26,2012-06-26 23:48:17,1.0,2.7,249,43,1.0,N,cash,9.3,0.5,0.5,0.0,0.0,0.0,10.3,2012,False
2,2012-06-15 10:20:00,2012-06-15 10:45:00,1.0,3.37,162,144,1.0,,cash,14.5,0.0,0.5,0.0,0.0,0.0,15.0,2012,False
1,2012-06-01 22:05:15,2012-06-01 22:19:24,1.0,2.3,144,164,1.0,N,cash,9.3,0.5,0.5,0.0,0.0,0.0,10.3,2012,False
2,2012-06-09 01:21:00,2012-06-09 01:33:00,5.0,2.47,164,229,1.0,,credit_card,9.3,0.5,0.5,1.0,0.0,0.0,11.3,2012,False
1,2012-06-29 23:58:48,2012-06-30 00:09:34,1.0,2.1,144,170,1.0,N,cash,8.1,0.5,0.5,0.0,0.0,0.0,9.1,2012,False
1,2012-06-13 22:45:59,2012-06-13 23:00:17,1.0,2.0,144,170,1.0,N,credit_card,9.3,0.5,0.5,1.0,0.0,0.0,11.3,2012,False
2,2012-06-28 22:31:00,2012-06-28 22:34:00,1.0,0.6,107,137,1.0,,cash,3.7,0.5,0.5,0.0,0.0,0.0,4.7,2012,False
1,2012-06-23 23:50:09,2012-06-24 00:01:32,1.0,2.3,50,170,1.0,N,cash,8.5,0.5,0.5,0.0,0.0,0.0,9.5,2012,False
2,2012-06-10 14:40:00,2012-06-10 14:55:00,1.0,4.95,33,79,1.0,,credit_card,14.5,0.0,0.5,0.0,0.0,0.0,15.0,2012,False
1,2012-06-25 07:53:54,2012-06-25 08:01:48,1.0,1.8,140,43,1.0,N,cash,7.3,0.0,0.5,0.0,0.0,0.0,7.8,2012,False
1,2012-07-11 13:28:29,2012-07-11 13:36:57,1.0,1.7,164,50,1.0,N,cash,7.3,0.0,0.5,0.0,0.0,0.0,7.8,2012,False
1,2012-07-25 15:03:06,2012-07-25 15:57:15,2.0,20.4,132,209,2.0,N,credit_card,45.0,0.0,0.5,10.06,4.8,0.0,60.36,2012,False
2,2012-07-07 22:58:00,2012-07-07 23:07:00,1.0,1.49,140,229,1.0,,cash,6.9,0.5,0.5,0.0,0.0,0.0,7.9,2012,False
2,2012-07-13 22:02:00,2012-07-13 22:09:00,2.0,0.86,234,68,1.0,,credit_card,5.3,0.5,0.5,1.0,0.0,0.0,7.3,2012,False
2,2012-07-25 03:40:00,2012-07-25 03:53:00,1.0,4.98,236,68,1.0,,credit_card,13.3,0.5,0.5,1.5,0.0,0.0,15.8,2012,False
1,2012-07-15 03:02:04,2012-07-15 03:15:21,1.0,3.9,161,231,1.0,N,cash,12.1,0.5,0.5,0.0,0.0,0.0,13.1,2012,False
1,2012-07-05 08:49:03,2012-07-05 08:56:42,1.0,0.9,233,162,1.0,N,credit_card,6.1,0.0,0.5,1.32,0.0,0.0,7.92,2012,False
1,2012-07-23 07:19:23,2012-07-23 07:30:39,1.0,3.3,226,163,1.0,N,cash,10.5,0.0,0.5,0.0,0.0,0.0,11.0,2012,False
2,2012-07-14 10:31:00,2012-07-14 10:34:00,1.0,0.75,231,231,1.0,,cash,4.1,0.0,0.5,0.0,0.0,0.0,4.6,2012,False
1,2012-07-18 23:07:08,2012-07-18 23:32:41,1.0,5.4,107,61,1.0,N,credit_card,17.3,0.5,0.5,4.57,0.0,0.0,22.87,2012,False
2,2012-08-04 14:18:00,2012-08-04 14:37:00,1.0,3.34,231,48,1.0,,cash,12.5,0.0,0.5,0.0,0.0,0.0,13.0,2012,False
2,2012-08-12 00:19:00,2012-08-12 00:24:00,1.0,0.57,231,144,1.0,,cash,4.5,0.5,0.5,0.0,0.0,0.0,5.5,2012,False
1,2012-08-26 11:55:53,2012-08-26 12:07:14,2.0,2.8,100,144,4.0,N,cash,9.3,0.0,0.5,0.0,0.0,0.0,9.8,2012,False
2,2012-08-04 00:52:00,2012-08-04 01:03:00,2.0,1.92,125,232,1.0,,cash,8.1,0.5,0.5,0.0,0.0,0.0,9.1,2012,False
1,2012-08-01 21:27:25,2012-08-01 21:38:27,1.0,2.6,163,246,1.0,N,cash,9.3,0.5,0.5,0.0,0.0,0.0,10.3,2012,False
1,2012-08-03 20:47:17,2012-08-03 21:10:08,1.0,5.6,148,195,1.0,N,cash,16.9,0.5,0.5,0.0,0.0,0.0,17.9,2012,False
1,2012-08-20 12:00:48,2012-08-20 12:22:39,1.0,4.2,163,261,1.0,N,cash,14.1,0.0,0.5,0.0,0.0,0.0,14.6,2012,False
1,2012-08-26 01:04:23,2012-08-26 01:24:06,1.0,3.5,144,246,1.0,N,cash,12.9,0.5,0.5,0.0,0.0,0.0,13.9,2012,False
1,2012-08-27 16:03:03,2012-08-27 16:13:13,2.0,1.3,229,48,1.0,N,cash,6.9,1.0,0.5,0.0,0.0,0.0,8.4,2012,False
1,2012-08-23 11:04:00,2012-08-23 11:11:37,1.0,1.3,68,186,1.0,N,credit_card,6.1,0.0,0.5,1.32,0.0,0.0,7.92,2012,False
1,2012-09-10 18:36:53,2012-09-10 18:39:20,2.0,0.6,239,238,1.0,N,cash,4.5,1.0,0.5,0.0,0.0,0.0,6.0,2012,False
1,2012-09-30 16:17:58,2012-09-30 16:24:49,1.0,0.4,141,141,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2012,False
1,2012-09-26 06:37:05,2012-09-26 06:44:07,1.0,1.5,236,141,1.0,N,cash,8.0,0.0,0.5,0.0,0.0,0.0,8.5,2012,False
2,2012-09-04 22:45:00,2012-09-04 23:07:00,2.0,5.28,234,40,1.0,,credit_card,19.5,0.5,0.5,6.0,0.0,0.0,26.5,2012,False
1,2012-09-21 23:38:57,2012-09-21 23:41:16,1.0,0.7,125,158,1.0,N,credit_card,4.0,0.5,0.5,1.0,0.0,0.0,6.0,2012,False
1,2012-09-10 12:28:34,2012-09-10 12:37:05,1.0,1.5,163,186,1.0,N,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2012,False
2,2012-09-14 21:57:00,2012-09-14 22:35:00,1.0,12.23,163,200,1.0,,credit_card,44.0,0.5,0.5,17.0,2.2,0.0,64.2,2012,False
1,2012-09-07 14:37:58,2012-09-07 14:52:34,1.0,2.7,239,100,1.0,N,cash,12.5,0.0,0.5,0.0,0.0,0.0,13.0,2012,False
1,2012-09-13 09:34:28,2012-09-13 10:01:34,1.0,3.5,151,100,1.0,N,credit_card,19.0,0.0,0.5,3.9,0.0,0.0,23.4,2012,False
2,2012-09-06 21:47:00,2012-09-06 22:09:00,1.0,5.9,144,80,1.0,,cash,20.0,0.5,0.5,0.0,0.0,0.0,21.0,2012,False
1,2012-10-07 20:54:07,2012-10-07 21:04:09,1.0,1.9,246,158,1.0,N,cash,9.5,0.5,0.5,0.0,0.0,0.0,10.5,2012,False
1,2012-10-22 15:37:10,2012-10-22 15:46:00,1.0,0.9,164,161,1.0,N,credit_card,7.0,0.0,0.5,1.87,0.0,0.0,9.37,2012,False
1,2012-10-07 10:25:49,2012-10-07 10:31:44,1.0,0.9,234,186,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2012,False
1,2012-10-20 21:23:47,2012-10-20 21:39:48,1.0,3.9,237,265,1.0,N,credit_card,15.0,0.5,0.5,3.0,0.0,0.0,19.0,2012,False
2,2012-10-20 20:25:00,2012-10-20 20:36:00,1.0,1.29,249,231,1.0,,credit_card,9.0,0.5,0.5,1.9,0.0,0.0,11.9,2012,False
1,2012-10-07 14:56:20,2012-10-07 15:18:30,1.0,2.8,186,211,1.0,N,cash,16.5,0.0,0.5,0.0,0.0,0.0,17.0,2012,False
2,2012-10-13 03:35:00,2012-10-13 03:44:00,1.0,3.52,79,140,1.0,,cash,12.5,0.5,0.5,0.0,0.0,0.0,13.5,2012,False
2,2012-10-04 10:37:00,2012-10-04 10:45:00,6.0,1.39,13,125,1.0,,credit_card,7.5,0.0,0.5,1.88,0.0,0.0,9.88,2012,False
2,2012-10-21 12:03:00,2012-10-21 12:05:00,1.0,0.91,263,141,1.0,,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2012,False
2,2012-10-27 23:34:00,2012-10-27 23:58:00,5.0,2.19,229,107,1.0,,cash,16.0,0.5,0.5,0.0,0.0,0.0,17.0,2012,False
2,2012-11-20 22:35:00,2012-11-20 22:55:00,1.0,4.66,142,116,1.0,,cash,18.0,0.5,0.5,0.0,0.0,0.0,19.0,2012,False
2,2012-11-17 11:55:00,2012-11-17 12:01:00,1.0,1.23,226,226,1.0,,cash,7.0,0.0,0.5,0.0,0.0,0.0,7.5,2012,False
2,2012-11-28 14:30:00,2012-11-28 14:49:00,1.0,1.38,100,43,1.0,,credit_card,12.0,0.0,0.5,2.4,0.0,0.0,14.9,2012,False
2,2012-11-17 02:03:00,2012-11-17 02:12:00,1.0,1.18,264,264,1.0,,credit_card,7.5,0.5,0.5,1.0,0.0,0.0,9.5,2012,False
2,2012-11-11 00:15:00,2012-11-11 00:23:00,1.0,1.31,33,33,1.0,,credit_card,7.0,0.5,0.5,1.5,0.0,0.0,9.5,2012,False
2,2012-11-03 19:38:00,2012-11-03 19:47:00,2.0,1.78,48,170,1.0,,credit_card,8.5,0.0,0.5,1.7,0.0,0.0,10.7,2012,False
1,2012-11-21 09:56:01,2012-11-21 10:00:01,1.0,0.2,233,162,1.0,N,credit_card,4.5,0.0,0.5,1.0,0.0,0.0,6.0,2012,False
2,2012-11-02 16:34:00,2012-11-02 16:57:00,2.0,5.2,261,161,1.0,,cash,20.0,1.0,0.5,0.0,0.0,0.0,21.5,2012,False
1,2012-11-20 08:41:04,2012-11-20 09:21:19,1.0,6.5,43,234,1.0,N,credit_card,28.0,0.0,0.5,5.7,0.0,0.0,34.2,2012,False
2,2012-11-30 08:24:00,2012-11-30 09:16:00,1.0,21.01,166,132,2.0,,credit_card,52.0,0.0,0.5,0.0,4.8,0.0,57.3,2012,False
2,2012-12-28 23:36:00,2012-12-28 23:36:00,4.0,0.0,264,264,5.0,,credit_card,35.0,0.0,0.5,7.0,0.0,0.0,42.5,2012,False
2,2012-12-26 13:54:00,2012-12-26 14:02:00,1.0,1.6,107,233,1.0,,credit_card,7.5,0.0,0.5,1.0,0.0,0.0,9.0,2012,False
1,2012-12-04 18:25:33,2012-12-04 18:42:35,1.0,3.9,13,100,1.0,N,cash,15.5,1.0,0.5,0.0,0.0,0.0,17.0,2012,False
1,2012-12-09 12:24:40,2012-12-09 12:29:35,1.0,0.7,164,170,1.0,N,credit_card,5.0,0.0,0.5,1.1,0.0,0.0,6.6,2012,False
1,2012-12-28 20:34:36,2012-12-28 20:44:04,1.0,2.0,79,170,1.0,N,credit_card,9.0,0.5,0.5,2.0,0.0,0.0,12.0,2012,False
1,2012-12-02 13:17:07,2012-12-02 13:18:42,1.0,0.4,238,238,1.0,N,credit_card,3.5,0.0,0.5,1.0,0.0,0.0,5.0,2012,False
1,2012-12-24 15:40:25,2012-12-24 15:45:16,1.0,0.9,238,151,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2012,False
2,2012-12-12 11:26:00,2012-12-12 11:39:00,1.0,3.37,246,231,1.0,,cash,13.5,0.0,0.5,0.0,0.0,0.0,14.0,2012,False
2,2012-12-29 22:43:00,2012-12-29 22:51:00,1.0,3.54,7,140,1.0,,cash,11.5,0.5,0.5,0.0,0.0,0.0,12.5,2012,False
1,2012-12-06 07:25:30,2012-12-06 07:40:56,1.0,2.8,48,237,1.0,N,credit_card,13.0,0.0,0.5,2.0,0.0,0.0,15.5,2012,False
2,2013-01-09 20:56:00,2013-01-09 21:04:00,1.0,1.31,170,43,1.0,,cash,7.0,0.5,0.5,0.0,0.0,0.0,8.0,2013,False
2,2013-01-19 14:27:00,2013-01-19 14:42:00,2.0,3.14,74,143,1.0,,credit_card,13.5,0.0,0.5,1.0,0.0,0.0,15.0,2013,False
1,2013-01-28 07:05:42,2013-01-28 07:13:24,1.0,1.5,87,13,1.0,N,credit_card,8.0,0.0,0.5,2.0,0.0,0.0,10.5,2013,False
2,2013-01-26 22:11:00,2013-01-26 22:16:00,1.0,0.79,140,237,1.0,,credit_card,5.0,0.5,0.5,1.65,0.0,0.0,7.65,2013,False
1,2013-01-29 06:19:58,2013-01-29 06:29:30,1.0,2.4,234,13,1.0,N,credit_card,10.0,0.0,0.5,2.1,0.0,0.0,12.6,2013,False
2,2013-01-01 15:47:00,2013-01-01 15:55:00,4.0,1.79,140,162,1.0,,credit_card,8.0,0.0,0.5,1.0,0.0,0.0,9.5,2013,False
1,2013-01-27 12:12:46,2013-01-27 12:39:50,1.0,5.5,144,238,1.0,N,credit_card,21.0,0.0,0.5,2.0,0.0,0.0,23.5,2013,False
2,2013-01-13 15:53:00,2013-01-13 15:57:00,1.0,0.09,164,164,1.0,,cash,5.5,0.0,0.5,0.0,0.0,0.0,6.0,2013,False
2,2013-01-16 20:45:00,2013-01-16 20:56:00,1.0,4.03,68,236,1.0,,credit_card,13.5,0.5,0.5,3.0,0.0,0.0,17.5,2013,False
1,2013-01-27 15:15:53,2013-01-27 15:24:58,1.0,1.9,100,79,1.0,N,credit_card,8.5,0.0,0.5,1.8,0.0,0.0,10.8,2013,False
2,2013-02-21 16:51:00,2013-02-21 16:54:00,2.0,0.53,239,239,1.0,,credit_card,4.5,1.0,0.5,1.1,0.0,0.0,7.1,2013,False
2,2013-02-13 18:57:00,2013-02-13 19:05:00,1.0,0.98,163,143,1.0,,cash,7.5,1.0,0.5,0.0,0.0,0.0,9.0,2013,False
2,2013-02-21 10:00:00,2013-02-21 10:02:00,1.0,0.87,151,166,1.0,,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2013,False
1,2013-02-27 06:21:11,2013-02-27 06:25:37,1.0,1.1,186,170,1.0,N,cash,5.5,0.0,0.5,0.0,0.0,0.0,6.0,2013,False
1,2013-02-28 09:37:13,2013-02-28 09:40:06,1.0,0.7,141,263,1.0,N,cash,4.5,0.0,0.5,0.0,0.0,0.0,5.0,2013,False
1,2013-02-06 20:52:20,2013-02-06 20:55:51,2.0,1.0,41,75,1.0,N,cash,5.0,0.5,0.5,0.0,0.0,0.0,6.0,2013,False
1,2013-02-25 01:54:05,2013-02-25 01:59:29,1.0,1.3,141,43,1.0,N,credit_card,6.5,0.5,0.5,1.5,0.0,0.0,9.0,2013,False
1,2013-02-12 20:19:31,2013-02-12 20:28:18,1.0,2.0,162,113,1.0,N,cash,9.0,0.5,0.5,0.0,0.0,0.0,10.0,2013,False
2,2013-02-21 10:27:00,2013-02-21 11:04:00,1.0,6.09,230,87,1.0,,credit_card,26.5,0.0,0.5,5.3,0.0,0.0,32.3,2013,False
2,2013-02-14 06:53:00,2013-02-14 06:59:00,1.0,2.04,107,229,1.0,,credit_card,8.0,0.0,0.5,1.6,0.0,0.0,10.1,2013,False
2,2013-03-04 12:34:00,2013-03-04 12:41:00,1.0,1.44,236,162,1.0,,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2013,False
2,2013-03-03 18:56:00,2013-03-03 19:09:00,1.0,3.81,239,234,1.0,,cash,13.5,0.0,0.5,0.0,0.0,0.0,14.0,2013,False
2,2013-03-01 12:47:00,2013-03-01 12:53:00,1.0,0.72,162,161,1.0,,cash,5.5,0.0,0.5,0.0,0.0,0.0,6.0,2013,False
1,2013-03-12 17:50:27,2013-03-12 18:07:44,1.0,2.4,209,107,1.0,N,credit_card,13.0,1.0,0.5,2.0,0.0,0.0,16.5,2013,False
2,2013-03-21 22:27:00,2013-03-21 22:40:00,5.0,3.04,144,161,1.0,,credit_card,12.5,0.5,0.5,2.6,0.0,0.0,16.1,2013,False
2,2013-03-30 01:09:00,2013-03-30 01:18:00,1.0,3.41,230,75,1.0,,credit_card,11.0,0.5,0.5,2.3,0.0,0.0,14.3,2013,False
2,2013-03-22 18:44:00,2013-03-22 18:51:00,6.0,1.19,107,170,1.0,,credit_card,7.0,1.0,0.5,1.5,0.0,0.0,10.0,2013,False
1,2013-03-17 14:24:43,2013-03-17 14:28:07,2.0,0.9,237,236,1.0,N,cash,5.5,0.0,0.5,0.0,0.0,0.0,6.0,2013,False
2,2013-03-17 01:18:00,2013-03-17 01:31:00,1.0,5.58,255,40,1.0,,credit_card,17.5,0.5,0.5,3.6,0.0,0.0,22.1,2013,False
1,2013-03-30 02:36:27,2013-03-30 02:50:27,1.0,2.4,246,125,1.0,N,cash,10.5,0.5,0.5,0.0,0.0,0.0,11.5,2013,False
1,2013-04-11 21:04:18,2013-04-11 21:14:19,1.0,1.5,186,233,1.0,N,cash,8.5,0.5,0.5,0.0,0.0,0.0,9.5,2013,False
2,2013-04-06 12:56:00,2013-04-06 13:00:00,2.0,0.27,162,48,1.0,,cash,4.5,0.0,0.5,0.0,0.0,0.0,5.0,2013,False
2,2013-04-18 21:05:00,2013-04-18 21:30:00,6.0,20.43,132,265,4.0,,credit_card,88.0,0.5,0.5,15.0,0.0,0.0,104.0,2013,False
1,2013-04-24 11:02:43,2013-04-24 11:15:34,1.0,3.3,262,107,1.0,N,credit_card,14.0,0.0,0.5,1.0,0.0,0.0,15.5,2013,False
1,2013-04-01 17:53:10,2013-04-01 18:04:06,1.0,2.2,164,4,1.0,N,credit_card,10.0,1.0,0.5,2.3,0.0,0.0,13.8,2013,False
2,2013-04-12 19:35:00,2013-04-12 19:43:00,1.0,0.61,163,230,1.0,,cash,7.0,1.0,0.5,0.0,0.0,0.0,8.5,2013,False
2,2013-04-29 19:30:00,2013-04-29 19:47:00,2.0,3.6,161,238,1.0,,cash,15.0,1.0,0.5,0.0,0.0,0.0,16.5,2013,False
1,2013-04-12 12:05:34,2013-04-12 12:08:53,1.0,1.0,151,166,1.0,N,cash,5.0,0.0,0.5,0.0,0.0,0.0,5.5,2013,False
1,2013-04-20 18:02:00,2013-04-20 18:24:00,1.0,4.1,236,114,1.0,N,credit_card,17.5,0.0,0.5,4.5,0.0,0.0,22.5,2013,False
1,2013-04-15 10:37:39,2013-04-15 10:43:59,1.0,0.6,142,161,1.0,N,cash,5.5,0.0,0.5,0.0,0.0,0.0,6.0,2013,False
1,2013-05-04 13:54:28,2013-05-04 14:01:31,1.0,1.0,25,49,1.0,N,cash,6.5,0.0,0.5,0.0,0.0,0.0,7.0,2013,False
1,2013-05-28 17:58:52,2013-05-28 18:15:00,1.0,1.7,234,162,1.0,N,credit_card,11.5,1.0,0.5,2.6,0.0,0.0,15.6,2013,False
1,2013-05-05 00:36:41,2013-05-05 00:42:22,2.0,1.0,239,238,1.0,N,credit_card,6.0,0.5,0.5,1.0,0.0,0.0,8.0,2013,False
2,2013-05-17 08:49:00,2013-05-17 08:52:00,2.0,0.5,236,236,1.0,,cash,4.0,0.0,0.5,0.0,0.0,0.0,4.5,2013,False
1,2013-05-08 19:43:45,2013-05-08 19:59:28,1.0,2.4,211,164,1.0,N,cash,12.0,1.0,0.5,0.0,0.0,0.0,13.5,2013,False
1,2013-05-12 15:00:49,2013-05-12 15:10:17,1.0,1.9,141,170,1.0,N,cash,9.0,0.0,0.5,0.0,0.0,0.0,9.5,2013,False
2,2013-05-22 15:41:00,2013-05-22 15:50:00,1.0,1.38,144,261,1.0,,cash,8.0,0.0,0.5,0.0,0.0,0.0,8.5,2013,False
1,2013-05-29 14:50:07,2013-05-29 14:57:17,1.0,1.3,236,238,1.0,N,credit_card,7.0,0.0,0.5,1.0,0.0,0.0,8.5,2013,False
2,2013-05-31 18:56:00,2013-05-31 19:00:00,3.0,1.03,151,238,1.0,,cash,5.0,1.0,0.5,0.0,0.0,0.0,6.5,2013,False
2,2013-05-28 23:14:00,2013-05-28 23:27:00,1.0,2.34,261,113,1.0,,credit_card,11.0,0.5,0.5,2.3,0.0,0.0,14.3,2013,False
1,2013-06-28 15:35:56,2013-06-28 15:46:34,1.0,1.5,238,236,1.0,N,cash,9.0,0.0,0.5,0.0,0.0,0.0,9.5,2013,False
1,2013-06-10 00:06:02,2013-06-10 00:26:56,1.0,8.6,223,148,1.0,N,credit_card,26.5,0.5,0.5,5.5,0.0,0.0,33.0,2013,False
2,2013-06-24 07:25:00,2013-06-24 07:41:00,1.0,4.51,231,161,1.0,,cash,15.5,0.0,0.5,0.0,0.0,0.0,16.0,2013,False
2,2013-06-13 07:16:00,2013-06-13 07:24:00,6.0,1.21,262,141,1.0,,credit_card,7.0,0.0,0.5,1.0,0.0,0.0,8.5,2013,False
2,2013-06-25 13:14:00,2013-06-25 13:26:00,5.0,0.87,48,100,1.0,,cash,9.0,0.0,0.5,0.0,0.0,0.0,9.5,2013,False
1,2013-06-30 13:41:10,2013-06-30 13:51:52,1.0,2.5,238,161,1.0,N,credit_card,10.5,0.0,0.5,1.5,0.0,0.0,12.5,2013,False
2,2013-06-01 16:35:00,2013-06-01 16:44:00,1.0,1.66,186,233,1.0,,credit_card,8.0,0.0,0.5,1.5,0.0,0.0,10.0,2013,False
1,2013-06-28 04:19:19,2013-06-28 04:31:09,1.0,3.7,161,231,1.0,N,cash,13.0,0.5,0.5,0.0,0.0,0.0,14.0,2013,False
2,2013-06-09 04:00:00,2013-06-09 04:07:00,2.0,2.01,148,33,1.0,,credit_card,8.5,0.5,0.5,2.25,0.0,0.0,11.75,2013,False
1,2013-06-02 02:03:44,2013-06-02 02:15:44,2.0,3.8,170,239,1.0,N,credit_card,13.5,0.5,0.5,0.0,0.0,0.0,14.5,2013,False
1,2013-07-01 00:09:30,2013-07-01 00:24:30,1.0,8.3,138,236,1.0,N,credit_card,24.5,0.5,0.5,6.16,5.33,0.0,36.99,2013,False
1,2013-07-10 17:01:25,2013-07-10 17:08:44,1.0,1.0,246,158,1.0,N,credit_card,6.5,1.0,0.5,0.4,0.0,0.0,8.4,2013,False
2,2013-07-09 11:18:00,2013-07-09 11:34:00,2.0,1.61,144,234,1.0,,credit_card,11.5,0.0,0.5,2.0,0.0,0.0,14.0,2013,False
2,2013-07-02 20:07:00,2013-07-02 20:17:00,1.0,1.17,113,79,1.0,,credit_card,8.0,0.5,0.5,2.25,0.0,0.0,11.25,2013,False
1,2013-07-02 17:44:38,2013-07-02 17:59:02,1.0,2.0,7,226,1.0,N,credit_card,11.5,1.0,0.5,3.0,0.0,0.0,16.0,2013,False
1,2013-07-19 15:07:38,2013-07-19 15:31:38,1.0,3.8,90,236,1.0,N,credit_card,17.5,0.0,0.5,3.6,0.0,0.0,21.6,2013,False
1,2013-07-29 14:39:06,2013-07-29 14:57:40,1.0,1.0,107,186,1.0,Y,credit_card,12.0,0.0,0.5,3.0,0.0,0.0,15.5,2013,False
2,2013-07-21 15:01:00,2013-07-21 15:08:00,5.0,1.48,263,237,1.0,,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2013,False
1,2013-07-18 20:23:11,2013-07-18 20:30:29,1.0,1.2,239,43,1.0,N,cash,7.0,0.5,0.5,0.0,0.0,0.0,8.0,2013,False
2,2013-07-30 22:47:00,2013-07-30 23:04:00,1.0,4.11,148,181,1.0,,credit_card,16.0,0.5,0.5,4.0,0.0,0.0,21.0,2013,False
2,2013-08-13 08:54:00,2013-08-13 08:56:00,2.0,0.69,79,137,1.0,,credit_card,4.0,0.0,0.5,1.0,0.0,0.0,5.5,2013,False
2,2013-08-20 13:38:00,2013-08-20 13:45:00,1.0,0.83,230,142,1.0,,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2013,False
1,2013-08-25 02:09:14,2013-08-25 02:15:20,1.0,0.9,114,249,1.0,N,cash,6.0,0.5,0.5,0.0,0.0,0.0,7.0,2013,False
1,2013-08-16 07:06:00,2013-08-16 07:25:10,1.0,5.0,230,13,1.0,N,cash,19.0,0.0,0.5,0.0,0.0,0.0,19.5,2013,False
1,2013-08-19 12:11:00,2013-08-19 12:25:54,2.0,3.1,114,48,1.0,N,cash,12.5,0.0,0.5,0.0,0.0,0.0,13.0,2013,False
1,2013-08-30 19:07:33,2013-08-30 19:11:42,1.0,0.6,262,236,1.0,N,credit_card,5.0,1.0,0.5,1.0,0.0,0.0,7.5,2013,False
1,2013-08-21 09:55:10,2013-08-21 10:16:28,2.0,4.0,13,100,1.0,N,cash,17.5,0.0,0.5,0.0,0.0,0.0,18.0,2013,False
1,2013-08-10 06:02:48,2013-08-10 06:20:35,1.0,8.3,249,168,1.0,N,cash,25.0,0.0,0.5,0.0,0.0,0.0,25.5,2013,False
1,2013-08-30 16:18:08,2013-08-30 16:44:54,2.0,9.9,138,237,1.0,N,cash,32.0,1.0,0.5,0.0,5.33,0.0,38.83,2013,False
2,2013-08-06 00:23:00,2013-08-06 00:31:00,1.0,2.88,256,148,1.0,,cash,10.5,0.5,0.5,0.0,0.0,0.0,11.5,2013,False
1,2013-09-26 15:06:44,2013-09-26 15:07:27,1.0,0.1,100,100,1.0,N,cash,2.5,0.0,0.5,0.0,0.0,0.0,3.0,2013,False
1,2013-09-12 18:37:09,2013-09-12 18:53:03,1.0,2.3,88,125,1.0,N,credit_card,12.5,1.0,0.5,2.8,0.0,0.0,16.8,2013,False
2,2013-09-26 22:53:00,2013-09-26 23:00:00,1.0,3.05,148,140,1.0,,credit_card,10.0,0.5,0.5,0.0,0.0,0.0,11.0,2013,False
2,2013-09-19 18:33:00,2013-09-19 18:44:00,6.0,0.89,162,230,1.0,,cash,8.0,1.0,0.5,0.0,0.0,0.0,9.5,2013,False
1,2013-09-23 08:04:29,2013-09-23 08:10:51,1.0,0.5,161,164,1.0,N,cash,6.0,0.0,0.5,0.0,0.0,0.0,6.5,2013,False
2,2013-09-15 10:05:00,2013-09-15 10:28:00,1.0,11.05,138,163,1.0,,credit_card,33.5,0.0,0.5,8.38,5.33,0.0,47.71,2013,False
2,2013-09-24 06:22:00,2013-09-24 06:30:00,1.0,1.52,48,161,1.0,,cash,7.5,0.0,0.5,0.0,0.0,0.0,8.0,2013,False
2,2013-09-20 08:07:00,2013-09-20 08:21:00,3.0,2.82,144,161,1.0,,credit_card,12.5,0.0,0.5,2.5,0.0,0.0,15.5,2013,False
2,2013-09-23 10:26:00,2013-09-23 10:44:00,1.0,2.83,186,144,1.0,,cash,13.5,0.0,0.5,0.0,0.0,0.0,14.0,2013,False
2,2013-09-11 18:25:00,2013-09-11 18:44:00,2.0,2.35,68,170,1.0,,cash,14.0,1.0,0.5,0.0,0.0,0.0,15.5,2013,False
